"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Nov 22 20:33:29 GMT-08:00 2023","Wed Nov 22 20:33:45 GMT-08:00 2023","16206","chromium","ClientAppPageObjects.spec.js","","","","Client App login",""
